禮州	Rye	129.3856646	36.54737704	0.1	4	2064500	9999999	None
平海縣	Pyeonghae	129.4178594	36.73646132	0.1	2	1721424	9999999	None
古隱縣	Goeun	129.1046919	36.67810197	0.1	2	1721424	9999999	None
阿兮縣	Ahye	129.350543	36.2135616	0.1	2	1721424	1997930	None
海阿縣	Haea	129.350543	36.2135616	0.1	2	1997931	2064499	None
淸河縣	Cheongha	129.350543	36.2135616	0.1	2	2064500	9999999	None
于珍也縣	Ujinya	129.365177	36.9955768	0.1	7	1721424	1997930	None
蔚珍郡	Uljin	129.365177	36.9955768	0.1	7	1997931	9999999	None
波且縣	Pacha	129.3885914	36.87652374	0.1	2	1721424	1997930	None
海曲(海西)	Haegok(Haeseo)	129.3885914	36.87652374	0.1	2	1997931	9999999	None
奈生郡	Nasaeng	128.4432352	37.18932983	0.1	4	1721424	1997930	None
奈城郡	Naseong	128.4432352	37.18932983	0.1	4	1997931	2064499	None
寧越郡	Nyeongwol	128.4432352	37.18932983	0.1	4	2064500	9999999	None
乙阿旦縣	Euladan	128.4666496	37.07261114	0.1	2	1721424	1997930	None
子春縣	Jachun	128.4666496	37.07261114	0.1	2	1997931	2064499	None
永春縣	Yeongchun	128.4666496	37.07261114	0.1	2	2064500	9999999	None
郁烏縣	Uko	128.372992	37.3690766	0.1	2	1721424	1997930	None
白烏縣	Baeko	128.372992	37.3690766	0.1	2	1997931	2064499	None
平昌縣	Pyeongchang	128.372992	37.3690766	0.1	2	2064500	9999999	None
酒淵縣	Juyeon	128.2266521	37.26636416	0.1	2	1721424	1997930	None
酒泉縣	Jucheon	128.2266521	37.26636416	0.1	2	1997931	9999999	None
本悉直國	Bonsiljik	129.1251795	37.45778281	0.1	7	1721424	1997930	None
三捻郡	Samnyeom	129.1251795	37.45778281	0.1	7	1997931	9999999	None
竹紛縣	Jukbun	128.9290839	37.34806724	0.1	2	1721424	1997930	None
竹嶺縣	Jukryeong	128.9290839	37.34806724	0.1	2	1997931	9999999	None
滿若縣	Manya	129.1954227	37.37607973	0.1	2	1721424	1997930	None
滿卿縣/滿鄕縣	Mangyeong/Manhyang	129.1954227	37.37607973	0.1	2	1997931	9999999	None
羽谷縣	Ugok	129.0256683	37.60718273	0.1	2	1721424	1997930	None
羽谿縣	Ugye	129.0256683	37.60718273	0.1	2	1997931	9999999	None
波利縣	Pari	129.3183483	37.17765796	0.1	2	1721424	1997930	None
海利縣	Haeri	129.3183483	37.17765796	0.1	2	1997931	9999999	None
篦城郡	Biseong	128.4139672	38.38219481	0.1	7	1721424	1997930	None
守城郡	Suseong	128.4139672	38.38219481	0.1	7	1997931	2064499	None
杆城縣	Ganseong	128.4139672	38.38219481	0.1	4	2064500	9999999	None
僧山縣	Seungsan	128.3759188	38.48724163	0.1	2	1721424	1997930	None
童山縣	Dongsan	128.3759188	38.48724163	0.1	2	1997931	2064499	None
烈山縣	Ryeolsan	128.3759188	38.48724163	0.1	2	2064500	9999999	None
翼紛縣	Ikbun	128.5866484	38.07639185	0.1	2	1721424	1997930	None
翼嶺縣	Ikryeong	128.5866484	38.07639185	0.1	2	1997931	9999999	None
達忽	Dalhol	128.2032377	38.69733527	0.1	4	1721424	1997930	None
高城郡	Goseong	128.2032377	38.69733527	0.1	4	1997931	9999999	None
猪篦穴縣	Jeobihyeol	128.1037265	38.76736648	0.1	2	1721424	1997930	None
豢憖縣	Hwaneun	128.1037265	38.76736648	0.1	2	1997931	9999999	None
平珍紛縣	Pyeongjinbun	127.9222649	38.8724133	0.1	2	1721424	1997930	None
偏嶮縣	Pyeonheom	127.9222649	38.8724133	0.1	2	1997931	2064499	None
雲巖縣	Unneung	127.9222649	38.8724133	0.1	2	2064500	9999999	None
休壤郡	Hyuyang	127.849095	38.90509453	0.1	4	1721424	1997930	None
金壤郡	Geumyang	127.849095	38.90509453	0.1	4	1997931	9999999	None
習比谷縣	Seupbigok	127.7115354	39.04515696	0.1	2	1721424	1997930	None
習谿縣	Seupgye	127.7115354	39.04515696	0.1	2	1997931	2064499	None
翊谷縣	Ikgok	127.7115354	39.04515696	0.1	2	2064500	9999999	None
吐上縣	Tosang	127.8754361	38.8724133	0.1	2	1721424	1997930	None
箸上縣	Jeosang	127.8754361	38.8724133	0.1	2	1997931	2064499	None
碧山縣	Byeoksan	127.8754361	38.8724133	0.1	2	2064500	9999999	None
改淵縣	Gaeyeon	127.7203158	39.08717569	0.1	2	1721424	1997930	None
派川縣	Pacheon	127.7203158	39.08717569	0.1	2	1997931	9999999	None
鵠浦縣	Gokpo	127.6354386	39.08250694	0.1	2	1721424	1997930	None
鶴浦縣	Hakpo	127.6354386	39.08250694	0.1	2	1997931	9999999	None
屈峴縣	Gulhyeon	125.0335139	38.45922915	0.1	2	1721424	9999999	None
靑松縣	Cheongsong	125.1622931	38.38919793	0.1	2	1721424	9999999	None
栗口縣	Ryulgu	125.1974147	38.51291974	0.1	2	1721424	9999999	None
楬嶽郡	Galak	125.4959482	38.51058537	0.1	4	1721424	9999999	None
永新縣	Yeongsin	127.0530055	37.02125492	0.1	2	1721424	9999999	None
廣德縣	Gwangdeok	126.8891047	37.00024555	0.1	2	1721424	9999999	None
貞松縣	Jeongsong	126.8159348	37.08428301	0.1	2	1721424	9999999	None
雙阜縣	Ssangbu	126.7427648	37.06327364	0.1	2	1721424	9999999	None
載陽縣	Jaeyang	126.8452028	37.16131734	0.1	2	1721424	9999999	None
百濟舊都	Baekjegudo	127.0881271	36.45166772	0.1	10	1721424	1966322	None
所夫里州	Soburi	127.0881271	36.45166772	0.1	24	1966323	1971800	None
熊川州	Ungcheon	127.0881271	36.45166772	0.1	24	1971801	1997733	None
熊州	Nae	127.0881271	36.45166772	0.1	24	1997734	2064499	None
公州	Gong	127.0881271	36.45166772	0.1	24	2064500	9999999	None
熱也山縣	Yeolyasan	127.0998343	36.26725219	0.1	2	1721424	1997930	None
尼山縣	Nisan	127.0998343	36.26725219	0.1	2	1997931	9999999	None
伐音支縣	Beoleumji	126.9300799	36.50302394	0.1	2	1721424	1997930	None
淸音縣	Cheongeum	126.9300799	36.50302394	0.1	2	1997931	2064499	None
新豐縣	Sinpung	126.9300799	36.50302394	0.1	2	2064500	9999999	None
西原(鷲城、子谷	Seowon	127.468611	36.622077	0.1	5	1721424	1997930	None
西原京	Seowongyeong	127.468611	36.622077	0.1	5	1997931	2064499	None
淸州	Cheong	127.468611	36.622077	0.1	5	2064500	9999999	None
大木嶽郡	Daemokak	127.2139795	36.78548317	0.1	4	1721424	1997930	None
大麓郡	Daerok	127.2139795	36.78548317	0.1	4	1997931	2064499	None
木州	Mok	127.2139795	36.78548317	0.1	4	2064500	9999999	None
甘買縣(其買縣/甘買縣/林川)	Gammae	127.0881271	36.71545195	0.1	2	1721424	1997930	None
馴雉縣	Sunchi	127.0881271	36.71545195	0.1	2	1997931	2064499	None
豐歲縣	Pungnai	127.0881271	36.71545195	0.1	2	2064500	9999999	None
仇知縣	Guji	127.1788579	36.68043635	0.1	2	1721424	1997930	None
金池縣	Geumji	127.1788579	36.68043635	0.1	2	1997931	2064499	None
全義縣	Jeonui	127.1788579	36.68043635	0.1	2	2064500	9999999	None
加林郡	Garim	126.85691	36.18321474	0.1	4	1721424	1997930	None
嘉林郡	Garim	126.85691	36.18321474	0.1	4	1997931	9999999	None
馬山縣	Masan	126.7632524	36.08517104	0.1	2	1721424	1997930	None
馬山縣	Masan	126.7632524	36.08517104	0.1	2	1997931	9999999	None
大山縣	Daesan	126.7164236	36.2042241	0.1	2	1721424	1997930	None
翰山縣	Hansan	126.7164236	36.2042241	0.1	2	1997931	2064499	None
鴻山縣	Hongsan	126.7164236	36.2042241	0.1	2	2064500	9999999	None
舌林郡	Seolrim	126.6549608	36.08517104	0.1	4	1721424	1997930	None
西林郡	Seorim	126.6549608	36.08517104	0.1	4	1997931	9999999	None
寺浦縣	Sapo	126.5730104	36.29759905	0.1	2	1721424	1997930	None
藍浦縣	Nampo	126.5730104	36.29759905	0.1	2	1997931	9999999	None
比衆縣	Bijung	126.5730104	36.13886164	0.1	2	1721424	1997930	None
庇仁縣	Biin	126.5730104	36.13886164	0.1	2	1997931	9999999	None
馬尸山郡	Masisan	126.6315464	36.69677696	0.1	4	1721424	1997930	None
伊山郡	Isan	126.6315464	36.69677696	0.1	4	1997931	9999999	None
牛見縣	Ugyeon	126.4969136	36.61273951	0.1	2	1721424	1997930	None
目牛縣	Moku	126.4969136	36.61273951	0.1	2	1997931	9999999	None
今勿縣	Geummul	126.6608144	36.74113007	0.1	2	1721424	1997930	None
今武縣	Geummu	126.6608144	36.74113007	0.1	2	1997931	2064499	None
德豐縣	Deokpung	126.6608144	36.74113007	0.1	2	2064500	9999999	None
歟郡	Yeo	126.6315464	36.8088269	0.1	4	1721424	1997930	None
歟城郡	Yeoseong	126.6315464	36.8088269	0.1	4	1997931	9999999	None
伐首只縣	Beolsuji	126.6052052	36.88586124	0.1	2	1721424	1997930	None
唐津縣	Dangjin	126.6052052	36.88586124	0.1	2	1997931	9999999	None
餘村縣	Yeochon	126.5291084	36.69911134	0.1	2	1721424	1997930	None
餘邑縣	Yeoeup	126.5291084	36.69911134	0.1	2	1997931	2064499	None
餘美縣	Yeomi	126.5291084	36.69911134	0.1	2	2064500	9999999	None
沙平縣	Sapyeong	126.7427648	36.86485187	0.1	2	1721424	1997930	None
新平縣	Sinpyeong	126.7427648	36.86485187	0.1	2	1997931	9999999	None
所夫里郡(泗枇)	Soburi	126.871544	36.27892406	0.1	4	1721424	1997930	None
扶餘郡	Buyeo	126.871544	36.27892406	0.1	4	1997931	9999999	None
珍惡山縣	Jinagsan	126.9681283	36.21823035	0.1	2	1721424	1997930	None
石山縣	Seoksan	126.9681283	36.21823035	0.1	2	1997931	2064499	None
石城縣	Seokseong	126.9681283	36.21823035	0.1	2	2064500	9999999	None
悅己縣(豆陵尹城/豆串城/尹城)	Yeolgi	126.9212995	36.40498025	0.1	2	1721424	1997930	None
悅城縣	Yeolseong	126.9212995	36.40498025	0.1	2	1997931	2064499	None
定山縣	Jeongsan	126.9212995	36.40498025	0.1	2	2064500	9999999	None
任存城	Imjonseong	126.7486184	36.60573639	0.1	4	1721424	1997930	None
任城郡	Imseong	126.7486184	36.60573639	0.1	4	1997931	2064499	None
大興郡	Daeheung	126.7486184	36.60573639	0.1	4	2064500	9999999	None
古良夫里縣	Goryangburi	126.7720328	36.43766148	0.1	2	1721424	1997930	None
靑正縣	Cheongjeong	126.7720328	36.43766148	0.1	2	1997931	2064499	None
靑陽縣	Cheongyang	126.7720328	36.43766148	0.1	2	2064500	9999999	None
烏山縣	Osan	126.8217884	36.66876448	0.1	2	1721424	1997930	None
孤山縣	Gosan	126.8217884	36.66876448	0.1	2	1997931	2064499	None
禮山縣	Ryesan	126.8217884	36.66876448	0.1	2	2064500	9999999	None
黃等也山郡	Hwangdeungyasan	127.1642239	36.21823035	0.1	4	1721424	1997930	None
黃山郡	Hwangsan	127.1642239	36.21823035	0.1	4	1997931	2064499	None
連山縣	Ryeonsan	127.1642239	36.21823035	0.1	4	2064500	9999999	None
眞紛縣(貞紛縣)	Jinbun	127.3193443	36.29759905	0.1	2	1721424	1997930	None
鎭嶺縣	Jinryeong	127.3193443	36.29759905	0.1	2	1997931	2064499	None
鎭岑縣	Jinjam	127.3193443	36.29759905	0.1	2	2064500	9999999	None
珍同縣	Jindong	127.3398319	36.13185852	0.1	2	1721424	1997930	None
珍同縣	Jindong	127.3398319	36.13185852	0.1	2	1997931	9999999	None
雨述郡	Usul	127.4159286	36.37463339	0.1	4	1721424	1997930	None
比豐郡	Bipung	127.4159286	36.37463339	0.1	4	1997931	2064499	None
懷德郡	Pumdeok	127.4159286	36.37463339	0.1	4	2064500	9999999	None
奴斯只縣	Nosaji	127.3251979	36.35128965	0.1	2	1721424	1997930	None
儒城縣	Yuseong	127.3251979	36.35128965	0.1	2	1997931	9999999	None
所比浦縣	Sobipo	127.2491011	36.45633647	0.1	2	1721424	1997930	None
赤鳥縣	Jeokjo	127.2491011	36.45633647	0.1	2	1997931	2064499	None
德津縣	Deokjin	127.2491011	36.45633647	0.1	2	2064500	9999999	None
結己郡	Gyeolgi	126.5086208	36.52870205	0.1	4	1721424	1997930	None
潔城郡	Gyeolseong	126.5086208	36.52870205	0.1	4	1997931	9999999	None
新村縣	Sinchon	126.5730104	36.39564275	0.1	2	1721424	1997930	None
新邑縣	Sineup	126.5730104	36.39564275	0.1	2	1997931	2064499	None
保寧縣	Bonyeong	126.5730104	36.39564275	0.1	2	2064500	9999999	None
沙尸良縣	Sasiryang	126.6637412	36.51469581	0.1	2	1721424	1997930	None
新良縣	Sinryang	126.6637412	36.51469581	0.1	2	1997931	2064499	None
黎陽縣	Ryeoyang	126.6637412	36.51469581	0.1	2	2064500	9999999	None
一牟山郡	Ilmosan	127.4773914	36.45867084	0.1	4	1721424	1997930	None
燕山郡	Yeonsan	127.4773914	36.45867084	0.1	4	1997931	9999999	None
豆仍只縣	Duingji	127.2344671	36.52870205	0.1	2	1721424	1997930	None
燕岐縣	Yeongi	127.2344671	36.52870205	0.1	2	1997931	9999999	None
未谷縣	Migok	127.5915366	36.46567396	0.1	2	1721424	1997930	None
昧谷縣	Maegok	127.5915366	36.46567396	0.1	2	1997931	2064499	None
懷仁縣	Pumin	127.5915366	36.46567396	0.1	2	2064500	9999999	None
基郡	Gi	126.4354508	36.78081442	0.1	4	1721424	1997930	None
富城郡	Buseong	126.4354508	36.78081442	0.1	4	1997931	9999999	None
省大兮縣	Saengdaehye	126.2598429	36.74813319	0.1	2	1721424	1997930	None
蘇泰縣	Sotae	126.2598429	36.74813319	0.1	2	1997931	9999999	None
知六縣	Jiryuk	126.388622	36.83917376	0.1	2	1721424	1997930	None
地育縣	Jiyuk	126.388622	36.83917376	0.1	2	1997931	2064499	None
北谷縣	Baegok	126.388622	36.83917376	0.1	2	2064500	9999999	None
湯井郡	Tangjeong	127.0061767	36.73879569	0.1	4	1721424	1997930	None
湯井郡	Tangjeong	127.0061767	36.73879569	0.1	4	1997931	2064499	None
溫水郡	Onsu	127.0061767	36.73879569	0.1	4	2064500	9999999	None
平澤縣	Pyeongtaek	126.9769087	36.90453623	0.1	2	1721424	9999999	None
牙述縣	Asul	126.9359335	36.83917376	0.1	2	1721424	1997930	None
陰峯縣(陰岑縣)	Eumbong(Eumjam)	126.9359335	36.83917376	0.1	2	1997931	2064499	None
牙州	A	126.9359335	36.83917376	0.1	2	2064500	9999999	None
屈直縣	Guljik	126.8744707	36.78314879	0.1	2	1721424	1997930	None
祁梁縣	Giryang	126.8744707	36.78314879	0.1	2	1997931	2064499	None
新昌縣	Sinchang	126.8744707	36.78314879	0.1	2	2064500	9999999	None
比斯伐	Wansan	127.1203219	35.80971494	0.1	10	1721424	1971435	None
完山州	Wansan	127.1203219	35.80971494	0.1	24	1971436	1997733	None
全州	Jeon	127.1203219	35.80971494	0.1	24	1997734	9999999	None
豆伊縣(往武縣)	Dui	126.9886159	35.82605555	0.1	2	1721424	1997930	None
杜城縣	Duseong	126.9886159	35.82605555	0.1	2	1997931	2064499	None
伊城縣	Iseong	126.9886159	35.82605555	0.1	2	2064500	9999999	None
仇知只山縣	Gujijisan	126.9710551	35.77703371	0.1	2	1721424	1997930	None
金溝縣	Geumgu	126.9710551	35.77703371	0.1	2	1997931	9999999	None
高山縣	Gosan	127.1993455	35.97778985	0.1	2	1721424	1997930	None
高山縣	Gosan	127.1993455	35.97778985	0.1	2	1997931	9999999	None
古龍郡	Goryong	127.3573927	35.40353391	0.1	5	1721424	1997930	None
南原小京	Namwonsogyeong	127.3573927	35.40353391	0.1	5	1997931	2064499	None
南原府	Namwon	127.3573927	35.40353391	0.1	5	2064500	9999999	None
大尸山郡	Daesisan	126.9212995	35.66264939	0.1	4	1721424	1997930	None
大山郡	Daesan	126.9212995	35.66264939	0.1	4	1997931	2064499	None
泰山郡	Taesan	126.9212995	35.66264939	0.1	4	2064500	9999999	None
井村	Jeongchon	126.8305688	35.57160882	0.1	2	1721424	1997930	None
井邑縣	Jeongeup	126.8305688	35.57160882	0.1	2	1997931	9999999	None
賓屈縣	Bingul	126.8891047	35.697665	0.1	2	1721424	1997930	None
斌城縣	Binseong	126.8891047	35.697665	0.1	2	1997931	2064499	None
仁義縣	Inui	126.8891047	35.697665	0.1	2	2064500	9999999	None
也西伊縣	Yaseoi	126.9710551	35.73501498	0.1	2	1721424	1997930	None
野西縣	Yaseo	126.9710551	35.73501498	0.1	2	1997931	2064499	None
巨野縣	Geoya	126.9710551	35.73501498	0.1	2	2064500	9999999	None
古眇夫里郡(古沙夫里郡)	Gomyoburi	126.7427648	35.62529941	0.1	4	1721424	1997930	None
古阜郡	Gobu	126.7427648	35.62529941	0.1	4	1997931	9999999	None
皆火縣	Gaehwa	126.7017896	35.73968373	0.1	2	1721424	1997930	None
扶寧縣	Bunyeong	126.7017896	35.73968373	0.1	2	1997931	9999999	None
欣良買縣	Heunryangmae	126.6315464	35.62763379	0.1	2	1721424	1997930	None
喜安縣	Huian	126.6315464	35.62763379	0.1	2	1997931	2064499	None
保安縣	Boan	126.6315464	35.62763379	0.1	2	2064500	9999999	None
上漆縣	Sangchil	126.6637412	35.52725571	0.1	2	1721424	1997930	None
尙質縣	Sangjil	126.6637412	35.52725571	0.1	2	1997931	9999999	None
進仍乙郡	Jiningeul	127.453977	36.08517104	0.1	4	1721424	1997930	None
進禮郡	Jinrye	127.453977	36.08517104	0.1	4	1997931	9999999	None
豆尸伊縣(富尸伊縣)	Dusii	127.5388542	36.04548669	0.1	2	1721424	1997930	None
伊城縣	Iseong	127.5388542	36.04548669	0.1	2	1997931	2064499	None
富利縣	Buri	127.5388542	36.04548669	0.1	2	2064500	9999999	None
勿居縣	Mulgeo	127.4861718	35.91709613	0.1	2	1721424	1997930	None
淸渠縣	Cheonggeo	127.4861718	35.91709613	0.1	2	1997931	9999999	None
赤川縣	Jeokcheon	127.6471458	35.99413047	0.1	2	1721424	1997930	None
丹川縣	Dancheon	127.6471458	35.99413047	0.1	2	1997931	2064499	None
朱溪縣	Jugyegog	127.6471458	35.99413047	0.1	2	2064500	9999999	None
德近郡	Deokgeun	127.0734931	36.13652726	0.1	4	1721424	1997930	None
德股郡	Deokgo	127.0734931	36.13652726	0.1	4	1997931	2064499	None
德恩郡	Deokeun	127.0734931	36.13652726	0.1	4	2064500	9999999	None
德股縣	Deokgo	127.1115415	36.15053351	0.1	2	1721424	9999999	None
加知奈縣(加乙乃縣)	Gajina	127.0500787	36.19021786	0.1	2	1721424	1997930	None
市津縣	Sijin	127.0500787	36.19021786	0.1	2	1997931	9999999	None
只良肖縣	Jiryangcho	127.0500787	36.05015544	0.1	2	1721424	1997930	None
礪良縣	Ryeoryang	127.0500787	36.05015544	0.1	2	1997931	9999999	None
只伐只縣	Jibeolji	127.2227599	36.01980858	0.1	2	1721424	1997930	None
雲梯縣	Unje	127.2227599	36.01980858	0.1	2	1997931	9999999	None
屎山郡(析文郡)	Sisan	126.8159348	35.99413047	0.1	4	1721424	1997930	None
臨陂郡	Rimpi	126.8159348	35.99413047	0.1	4	1997931	9999999	None
甘勿阿縣	Gammula	126.8773975	36.0618273	0.1	2	1721424	1997930	None
咸悅縣	Hamyeol	126.8773975	36.0618273	0.1	2	1997931	9999999	None
馬西良縣	Maseoryang	126.6578876	35.92409925	0.1	2	1721424	1997930	None
沃溝縣	Okgu	126.6578876	35.92409925	0.1	2	1997931	9999999	None
夫夫里縣	Buburi	126.7603256	35.92643363	0.1	2	1721424	1997930	None
遂尾縣	Sumi	126.7603256	35.92643363	0.1	2	1997931	9999999	None
碧骨縣	Byeokgol	126.871544	35.80971494	0.1	4	1721424	1997930	None
金堤郡	Geumje	126.871544	35.80971494	0.1	4	1997931	9999999	None
豆乃山縣	Dunaesan	126.78374	35.85640241	0.1	2	1721424	1997930	None
萬頃縣	Mangyeong	126.78374	35.85640241	0.1	2	1997931	9999999	None
首冬山縣	Sudongsan	126.9154459	35.85173367	0.1	2	1721424	1997930	None
平皐縣	Pyeonggo	126.9154459	35.85173367	0.1	2	1997931	9999999	None
乃利阿縣	Naeria	126.8861779	35.89375239	0.1	2	1721424	1997930	None
利城縣	Riseong	126.8861779	35.89375239	0.1	2	1997931	9999999	None
武斤村縣	Mugeunchon	126.7661792	35.81671806	0.1	2	1721424	1997930	None
武邑縣	Mueup	126.7661792	35.81671806	0.1	2	1997931	2064499	None
富潤縣	Buyun	126.7661792	35.81671806	0.1	2	2064500	9999999	None
道實郡	Dosil	126.9915427	35.5015776	0.1	4	1721424	1997930	None
淳化郡(渟化郡)	Sunhwa(Jeonghwa)	126.9915427	35.5015776	0.1	4	1997931	2064499	None
淳昌縣	Sunchang	126.9915427	35.5015776	0.1	4	2064500	9999999	None
礫坪縣	Ryeokpyeong	127.1847115	35.40586828	0.1	2	1721424	1997930	None
磧城縣	Jeokseong	127.1847115	35.40586828	0.1	2	1997931	9999999	None
蛛坪縣	Jupyeong	127.1759311	35.55993695	0.1	2	1721424	1997930	None
九皐縣	Gugo	127.1759311	35.55993695	0.1	2	1997931	9999999	None
金馬渚郡	Geummajeo	127.0208107	35.99646484	0.1	4	1721424	1997930	None
金馬郡	Geumma	127.0208107	35.99646484	0.1	4	1997931	9999999	None
所力只縣	Soryeokji	126.9212995	35.93577112	0.1	2	1721424	1997930	None
沃野縣	Okya	126.9212995	35.93577112	0.1	2	1997931	9999999	None
閼也山縣	Alyasan	126.9681283	36.06883043	0.1	2	1721424	1997930	None
野山縣	Yasan	126.9681283	36.06883043	0.1	2	1997931	2064499	None
朗山縣	Nangsan	126.9681283	36.06883043	0.1	2	2064500	9999999	None
于召渚縣	Usojeo	127.1495899	35.94510862	0.1	2	1721424	1997930	None
紆洲縣	Uju	127.1495899	35.94510862	0.1	2	1997931	2064499	None
紆州	U	127.1495899	35.94510862	0.1	2	2064500	9999999	None
伯海郡(伯伊郡)	Baekhae	127.5681222	35.73734935	0.1	4	1721424	1997930	None
壁谿郡	Byeokgye	127.5681222	35.73734935	0.1	4	1997931	2064499	None
長溪縣	Janggyegog	127.5681222	35.73734935	0.1	4	2064500	9999999	None
難珍阿縣	Nanjina	127.410075	35.78403683	0.1	2	1721424	1997930	None
鎭安縣	Jinan	127.410075	35.78403683	0.1	2	1997931	9999999	None
高潭縣	Godam	127.5066594	35.65564627	0.1	2	1721424	9999999	None
任實郡	Imsil	127.2578815	35.60662442	0.1	4	1721424	1997930	None
任實郡	Imsil	127.2578815	35.60662442	0.1	4	1997931	9999999	None
馬突縣(馬珍縣)	Madol	127.3486123	35.73034623	0.1	2	1721424	1997930	None
馬靈縣	Maryeong	127.3486123	35.73034623	0.1	2	1997931	9999999	None
居斯勿縣	Geosamul	127.3456855	35.56927444	0.1	2	1721424	1997930	None
靑雄縣	Cheongung	127.3456855	35.56927444	0.1	2	1997931	2064499	None
巨寧縣	Geonyeong	127.3456855	35.56927444	0.1	2	2064500	9999999	None
發羅州	Balna	127.1203219	35.80971494	0.1	24	1966323	1971800	None
武珍州	Mujin	126.8861779	35.15609029	0.1	24	1971801	1997733	None
武州	Mu	126.8861779	35.15609029	0.1	24	1997734	2064499	None
光州	Gwang	126.8861779	35.15609029	0.1	24	2064500	9999999	None
未冬夫里縣	Midongburi	126.8188616	35.06271534	0.1	2	1721424	1997930	None
玄雄縣	Hyeonung	126.8188616	35.06271534	0.1	2	1997931	2064499	None
南平郡	Nampyeong	126.8188616	35.06271534	0.1	2	2064500	9999999	None
伏龍縣	Bokryong	126.7427648	35.15375591	0.1	2	1721424	1997930	None
龍山縣	Ryongsan	126.7427648	35.15375591	0.1	2	1997931	2064499	None
伏龍縣	Bokryong	126.7427648	35.15375591	0.1	2	2064500	9999999	None
屈支縣	Gulji	126.9944695	35.22845587	0.1	2	1721424	1997930	None
祁陽縣	Giyang	126.9944695	35.22845587	0.1	2	1997931	2064499	None
昌平縣	Changpyeong	126.9944695	35.22845587	0.1	2	2064500	9999999	None
分嵯郡(夫沙郡)	Buncha	127.3105639	34.90164355	0.1	4	1721424	1997930	None
分嶺郡	Bunryeong	127.3105639	34.90164355	0.1	4	1997931	2064499	None
樂安郡	Nakan	127.3105639	34.90164355	0.1	4	2064500	9999999	None
助助禮縣	Jojorye	127.3193443	34.72189677	0.1	2	1721424	1997930	None
忠烈縣	Chungryeol	127.3193443	34.72189677	0.1	2	1997931	2064499	None
南陽縣	Namyang	127.3193443	34.72189677	0.1	2	2064500	9999999	None
冬老縣	Dongno	127.1993455	34.77091862	0.1	2	1721424	1997930	None
兆陽縣	Joyang	127.1993455	34.77091862	0.1	2	1997931	9999999	None
豆持縣	Duji	127.2403207	34.64252806	0.1	2	1721424	1997930	None
薑原縣	Gangwon	127.2403207	34.64252806	0.1	2	1997931	2064499	None
荳原縣	Duwon	127.2403207	34.64252806	0.1	2	2064500	9999999	None
比史縣	Bisa	127.3164175	34.83628108	0.1	2	1721424	1997930	None
栢舟縣	Baekju	127.3164175	34.83628108	0.1	2	1997931	2064499	None
泰江縣	Taegang	127.3164175	34.83628108	0.1	2	2064500	9999999	None
伏忽郡	Bokhol	127.0588591	34.77091862	0.1	4	1721424	1997930	None
寶城郡	Boseong	127.0588591	34.77091862	0.1	4	1997931	9999999	None
馬斯良縣	Masaryang	126.9037387	34.54915311	0.1	2	1721424	1997930	None
代勞縣	Daeno	126.9037387	34.54915311	0.1	2	1997931	2064499	None
會寧縣	Hoenyeong	126.9037387	34.54915311	0.1	2	2064500	9999999	None
季川縣	Gyecheon	126.9417871	34.77091862	0.1	2	1721424	1997930	None
季水縣	Gyesu	126.9417871	34.77091862	0.1	2	1997931	2064499	None
長澤縣	Jangtaek	126.9417871	34.77091862	0.1	2	2064500	9999999	None
烏次縣	Ocha	126.8452028	34.49079377	0.1	2	1721424	1997930	None
烏兒縣	Oa	126.8452028	34.49079377	0.1	2	1997931	2064499	None
定安縣	Jeongan	126.8452028	34.49079377	0.1	2	2064500	9999999	None
古馬旭知縣	Gomaukji	126.8656904	34.67987804	0.1	2	1721424	1997930	None
馬邑縣	Maeup	126.8656904	34.67987804	0.1	2	1997931	2064499	None
遂寧縣	Sunyeong	126.8656904	34.67987804	0.1	2	2064500	9999999	None
秋子兮郡	Chujahye	126.9505675	35.31949645	0.1	4	1721424	1997930	None
秋成郡	Chuseong	126.9505675	35.31949645	0.1	4	1997931	2064499	None
潭陽郡	Damyang	126.9505675	35.31949645	0.1	4	2064500	9999999	None
菓支縣(菓兮縣)	Gwaji	127.0822735	35.2704746	0.1	2	1721424	1997930	None
王菓縣	Wanggwa	127.0822735	35.2704746	0.1	2	1997931	9999999	None
栗支縣	Ryulji	127.0208107	35.35217768	0.1	2	1721424	1997930	None
栗原縣	Ryulwon	127.0208107	35.35217768	0.1	2	1997931	2064499	None
原栗縣	Wonryul	127.0208107	35.35217768	0.1	2	2064500	9999999	None
月奈郡	Wolna	126.6491072	34.7989311	0.1	4	1721424	1997930	None
靈巖郡	Ryeongam	126.6491072	34.7989311	0.1	4	1997931	9999999	None
半奈夫里縣	Bannaburi	126.6198392	34.96467164	0.1	4	1721424	1997930	None
潘南郡	Bannam	126.6198392	34.96467164	0.1	4	1997931	9999999	None
阿老谷縣	Anogok	126.6988628	34.85495607	0.1	2	1721424	1997930	None
野老縣	Yano	126.6988628	34.85495607	0.1	2	1997931	2064499	None
安老縣	Anno	126.6988628	34.85495607	0.1	2	2064500	9999999	None
古彌縣	Gomi	126.5320352	34.7639155	0.1	2	1721424	1997930	None
昆綱縣	Gongang	126.5320352	34.7639155	0.1	2	1997931	9999999	None
古尸伊縣	Gosii	126.7456916	35.31249333	0.1	4	1721424	1997930	None
岬城郡	Gapseong	126.7456916	35.31249333	0.1	4	1997931	2064499	None
